actual,estimate,period,symbol,year,quarter,beat,f1_pup,f2_vup,f3_bothup,f4_average_price
0.23,0.19684,2004-03-31,AMZN,2004,1,1,0.5,0.46774193548387094,0.16129032258064516,46.97159677419355
0.29,0.28938,2003-12-31,AMZN,2003,4,1,0.5625,0.5,0.234375,53.431859375
0.11,0.09769,2003-09-30,AMZN,2003,3,1,0.5625,0.4375,0.21875,42.75965312500001
0.1,0.06077000000000001,2003-06-30,AMZN,2003,2,1,0.5714285714285714,0.47619047619047616,0.31746031746031744,31.225968253968265
0.1,0.04214,2003-03-31,AMZN,2003,1,1,0.6885245901639344,0.45901639344262296,0.32786885245901637,22.730163934426223
0.19,0.14307999999999998,2002-12-31,AMZN,2002,4,1,0.609375,0.40625,0.21875,20.432343750000005
0.0,-0.04333,2002-09-30,AMZN,2002,3,1,0.546875,0.453125,0.234375,15.171562499999999
-0.01,-0.05563,2002-06-30,AMZN,2002,2,1,0.5,0.5,0.25,16.66109375
-0.01,-0.09263,2002-03-31,AMZN,2002,1,1,0.45,0.4,0.25,13.473666666666668
3.13,3.24,2019-12-31,ALL,2019,4,0,0.4375,0.5,0.203125,109.15499999999997
2.84,2.64,2019-09-30,ALL,2019,3,1,0.515625,0.5,0.203125,104.35812499999999
2.18,1.53,2019-06-30,ALL,2019,2,1,0.6349206349206349,0.4603174603174603,0.30158730158730157,97.70428571428572
2.3,2.28,2019-03-31,ALL,2019,1,1,0.5409836065573771,0.5573770491803278,0.32786885245901637,90.45245901639343
1.24,1.09525,2018-12-31,ALL,2018,4,1,0.49206349206349204,0.4444444444444444,0.2222222222222222,89.78888888888886
1.93,2.21084,2018-09-30,ALL,2018,3,0,0.6031746031746031,0.4444444444444444,0.2857142857142857,97.52190476190476
1.9,1.49111,2018-06-30,ALL,2018,2,1,0.4375,0.5,0.203125,95.04843749999995
2.96,2.60526,2018-03-31,ALL,2018,1,1,0.4918032786885246,0.4426229508196721,0.18032786885245902,96.8662295081967
2.09,1.5319999999999998,2017-12-31,ALL,2017,4,1,0.5238095238095238,0.4603174603174603,0.30158730158730157,98.49793650793649
1.6,0.8663200000000001,2017-09-30,ALL,2017,3,1,0.5555555555555556,0.5079365079365079,0.2698412698412698,90.97380952380952
1.38,0.88233,2017-06-30,ALL,2017,2,1,0.5238095238095238,0.5238095238095238,0.25396825396825395,84.75507936507934
1.64,1.1,2017-03-31,ALL,2017,1,1,0.6290322580645161,0.5,0.3709677419354839,78.69629032258065
2.17,1.6273799999999998,2016-12-31,ALL,2016,4,1,0.49206349206349204,0.5396825396825397,0.2698412698412698,70.42380952380955
1.26,1.25371,2016-09-30,ALL,2016,3,1,0.546875,0.453125,0.28125,68.86234375
0.62,0.57586,2016-06-30,ALL,2016,2,1,0.53125,0.40625,0.25,66.96218750000003
0.84,0.6834399999999999,2016-03-31,ALL,2016,1,1,0.5409836065573771,0.4918032786885246,0.29508196721311475,62.81098360655737
1.6,1.33535,2015-12-31,ALL,2015,4,1,0.4375,0.4375,0.140625,62.18265625000001
1.52,1.31535,2015-09-30,ALL,2015,3,1,0.5,0.484375,0.25,62.52890624999999
0.63,0.96738,2015-06-30,ALL,2015,2,0,0.5079365079365079,0.3968253968253968,0.1111111111111111,68.55444444444441
1.46,1.44183,2015-03-31,ALL,2015,1,1,0.4918032786885246,0.5081967213114754,0.26229508196721313,70.59590163934426
1.72,1.67636,2014-12-31,ALL,2014,4,1,0.5625,0.484375,0.265625,65.84671875000001
1.39,1.32662,2014-09-30,ALL,2014,3,1,0.453125,0.421875,0.1875,60.02890625
1.01,0.69758,2014-06-30,ALL,2014,2,1,0.6190476190476191,0.5396825396825397,0.2698412698412698,57.64777777777777
1.3,1.19715,2014-03-31,ALL,2014,1,1,0.47540983606557374,0.5409836065573771,0.21311475409836064,53.63688524590161
1.7,1.37523,2013-12-31,ALL,2013,4,1,0.46875,0.546875,0.25,53.3240625
1.53,1.38676,2013-09-30,ALL,2013,3,1,0.453125,0.53125,0.15625,50.285624999999996
1.12,0.97646,2013-06-30,ALL,2013,2,1,0.484375,0.4375,0.1875,48.65718750000003
1.35,1.30274,2013-03-31,ALL,2013,1,1,0.6666666666666666,0.4666666666666667,0.3,45.39349999999999
0.59,-0.052120000000000014,2012-12-31,ALL,2012,4,1,0.5161290322580645,0.5161290322580645,0.24193548387096775,40.36193548387097
1.46,1.13137,2012-09-30,ALL,2012,3,1,0.5555555555555556,0.49206349206349204,0.25396825396825395,37.01396825396826
0.87,0.5073,2012-06-30,ALL,2012,2,1,0.5079365079365079,0.4444444444444444,0.2222222222222222,33.55333333333334
1.42,1.1167200000000002,2012-03-31,ALL,2012,1,1,0.5806451612903226,0.4838709677419355,0.3225806451612903,30.761774193548383
1.48,0.95146,2011-12-31,ALL,2011,4,1,0.5238095238095238,0.49206349206349204,0.23809523809523808,26.046190476190485
0.16,0.08157,2011-09-30,ALL,2011,3,1,0.375,0.546875,0.140625,26.362343750000008
-1.23,-1.56214,2011-06-30,ALL,2011,2,1,0.47619047619047616,0.49206349206349204,0.2698412698412698,31.426507936507942
0.93,0.68019,2011-03-31,ALL,2011,1,1,0.5,0.5,0.2903225806451613,31.455000000000005
0.5,0.8775700000000001,2010-12-31,ALL,2010,4,0,0.53125,0.390625,0.234375,31.194218750000005
0.83,0.97519,2010-09-30,ALL,2010,3,0,0.5,0.53125,0.296875,29.044687500000002
0.81,0.69157,2010-06-30,ALL,2010,2,1,0.42857142857142855,0.4444444444444444,0.25396825396825395,31.67698412698412
0.69,0.78737,2010-03-31,ALL,2010,1,0,0.5573770491803278,0.5081967213114754,0.26229508196721313,30.92393442622952
1.09,1.00529,2009-12-31,ALL,2009,4,1,0.453125,0.515625,0.234375,29.771250000000006
0.99,1.01611,2009-09-30,ALL,2009,3,0,0.484375,0.515625,0.296875,27.49406249999999
0.55,1.11842,2009-06-30,ALL,2009,2,0,0.6031746031746031,0.38095238095238093,0.23809523809523808,24.061428571428575
0.84,1.22933,2009-03-31,ALL,2009,1,0,0.4918032786885246,0.45901639344262296,0.2459016393442623,21.88868852459016
0.97,1.36211,2008-12-31,ALL,2008,4,0,0.453125,0.484375,0.234375,28.317343750000003
-0.35,0.7105,2008-09-30,ALL,2008,3,0,0.53125,0.484375,0.25,45.48140625000002
1.24,1.29053,2008-06-30,ALL,2008,2,0,0.46875,0.546875,0.25,49.542968750000014
1.33,1.62762,2008-03-31,ALL,2008,1,0,0.5081967213114754,0.5573770491803278,0.2786885245901639,48.61081967213114
1.24,1.32409,2007-12-31,ALL,2007,4,0,0.390625,0.46875,0.125,53.34796875000001
1.54,1.67409,2007-09-30,ALL,2007,3,0,0.3968253968253968,0.5079365079365079,0.15873015873015872,56.09603174603176
1.76,1.81286,2007-06-30,ALL,2007,2,0,0.5238095238095238,0.5079365079365079,0.2698412698412698,61.74301587301588
1.93,1.86696,2007-03-31,ALL,2007,1,1,0.5081967213114754,0.5245901639344263,0.21311475409836064,61.74573770491803
1.78,1.84208,2006-12-31,ALL,2006,4,0,0.7301587301587301,0.4603174603174603,0.2698412698412698,63.529047619047624
1.88,1.77522,2006-09-30,ALL,2006,3,1,0.6190476190476191,0.47619047619047616,0.31746031746031744,57.6120634920635
2.0,1.61174,2006-06-30,ALL,2006,2,1,0.47619047619047616,0.38095238095238093,0.1746031746031746,54.54650793650793
2.01,1.65857,2006-03-31,ALL,2006,1,1,0.5,0.4838709677419355,0.3225806451612903,53.620645161290355
1.49,1.52104,2005-12-31,ALL,2005,4,0,0.42857142857142855,0.42857142857142855,0.19047619047619047,54.9011111111111
-2.52,-0.67786,2005-09-30,ALL,2005,3,0,0.4375,0.46875,0.171875,58.07218750000003
1.66,1.513,2005-06-30,ALL,2005,2,1,0.515625,0.4375,0.296875,57.05890625
1.67,1.49053,2005-03-31,ALL,2005,1,1,0.639344262295082,0.5081967213114754,0.3442622950819672,52.42540983606557
1.42,1.40217,2004-12-31,ALL,2004,4,1,0.453125,0.453125,0.203125,49.50359374999999
0.08,0.08,2004-09-30,ALL,2004,3,1,0.5625,0.46875,0.25,47.159218749999994
1.47,1.15455,2004-06-30,ALL,2004,2,1,0.43548387096774194,0.5,0.27419354838709675,45.378870967741925
1.44,1.4068200000000002,2004-03-31,ALL,2004,1,1,0.45161290322580644,0.5,0.24193548387096775,45.027580645161294
1.06,1.04333,2003-12-31,ALL,2003,4,1,0.546875,0.53125,0.28125,40.33328125
0.91,0.88333,2003-09-30,ALL,2003,3,1,0.421875,0.53125,0.25,37.05953125
0.85,0.74947,2003-06-30,ALL,2003,2,1,0.4126984126984127,0.47619047619047616,0.1746031746031746,36.26095238095238
0.95,0.7845,2003-03-31,ALL,2003,1,1,0.4918032786885246,0.5081967213114754,0.26229508196721313,33.82295081967213
0.87,0.7670600000000001,2002-12-31,ALL,2002,4,1,0.4375,0.5,0.234375,38.40484375
0.77,0.6844399999999999,2002-09-30,ALL,2002,3,1,0.484375,0.453125,0.25,36.6578125
0.64,0.5825,2002-06-30,ALL,2002,2,1,0.53125,0.515625,0.296875,38.585624999999986
0.68,0.5775,2002-03-31,ALL,2002,1,1,0.4,0.4666666666666667,0.21666666666666667,34.38383333333333
1.19,1.22,2019-12-31,ADI,2019,4,0,0.421875,0.46875,0.1875,112.69671874999999
1.26,1.22,2019-09-30,ADI,2019,3,1,0.421875,0.453125,0.1875,113.23187500000003
1.36,1.3,2019-06-30,ADI,2019,2,1,0.5238095238095238,0.5555555555555556,0.3333333333333333,108.32698412698407
1.33,1.28,2019-03-31,ADI,2019,1,1,0.5737704918032787,0.45901639344262296,0.32786885245901637,100.33278688524588
1.55,1.52296,2018-12-31,ADI,2018,4,1,0.42857142857142855,0.5555555555555556,0.23809523809523808,86.49833333333332
1.53,1.46041,2018-09-30,ADI,2018,3,1,0.47619047619047616,0.47619047619047616,0.23809523809523808,96.07857142857145
1.45,1.37513,2018-06-30,ADI,2018,2,1,0.53125,0.4375,0.171875,94.38796875000001
1.42,1.2867,2018-03-31,ADI,2018,1,1,0.5737704918032787,0.4918032786885246,0.3442622950819672,91.05065573770493
1.45,1.36338,2017-12-31,ADI,2017,4,1,0.5396825396825397,0.49206349206349204,0.23809523809523808,88.5773015873016
1.26,1.14505,2017-09-30,ADI,2017,3,1,0.5238095238095238,0.5238095238095238,0.3333333333333333,80.65730158730159
1.03,0.835,2017-06-30,ADI,2017,2,1,0.4444444444444444,0.47619047619047616,0.25396825396825395,79.45666666666666
0.94,0.73478,2017-03-31,ADI,2017,1,1,0.5161290322580645,0.4838709677419355,0.27419354838709675,78.53443548387098
1.05,0.89391,2016-12-31,ADI,2016,4,1,0.5396825396825397,0.42857142857142855,0.1746031746031746,67.98936507936504
0.82,0.75554,2016-09-30,ADI,2016,3,1,0.46875,0.40625,0.171875,62.0197265625
0.64,0.6220399999999999,2016-06-30,ADI,2016,2,1,0.59375,0.46875,0.28125,57.2809375
0.56,0.53067,2016-03-31,ADI,2016,1,1,0.5245901639344263,0.5245901639344263,0.32786885245901637,53.39295081967215
1.03,0.82873,2015-12-31,ADI,2015,4,1,0.4375,0.484375,0.21875,58.85289062499999
0.77,0.7426699999999999,2015-09-30,ADI,2015,3,1,0.40625,0.484375,0.234375,58.157031249999996
0.73,0.71836,2015-06-30,ADI,2015,2,1,0.42857142857142855,0.5238095238095238,0.2698412698412698,64.85103174603175
0.63,0.60632,2015-03-31,ADI,2015,1,1,0.6065573770491803,0.45901639344262296,0.29508196721311475,56.724426229508204
0.69,0.67977,2014-12-31,ADI,2014,4,1,0.421875,0.4375,0.21875,51.05914062499999
0.63,0.6265,2014-09-30,ADI,2014,3,1,0.5625,0.484375,0.203125,51.252421874999996
0.59,0.5615600000000001,2014-06-30,ADI,2014,2,1,0.47619047619047616,0.5396825396825397,0.23809523809523808,52.91253968253967
0.49,0.48259,2014-03-31,ADI,2014,1,1,0.4918032786885246,0.5409836065573771,0.22950819672131148,50.412377049180336
0.63,0.58119,2013-12-31,ADI,2013,4,1,0.515625,0.390625,0.21875,48.719546875
0.57,0.5426300000000001,2013-09-30,ADI,2013,3,1,0.515625,0.484375,0.234375,47.8356875
0.51,0.52154,2013-06-30,ADI,2013,2,0,0.46875,0.4375,0.1875,45.02398437499999
0.44,0.44525,2013-03-31,ADI,2013,1,0,0.6,0.4166666666666667,0.21666666666666667,44.6715
0.58,0.56492,2012-12-31,ADI,2012,4,1,0.5483870967741935,0.532258064516129,0.3548387096774194,40.240020967741934
0.56,0.56188,2012-09-30,ADI,2012,3,0,0.4444444444444444,0.5079365079365079,0.20634920634920634,39.13444444444443
0.53,0.51148,2012-06-30,ADI,2012,2,1,0.47619047619047616,0.47619047619047616,0.23809523809523808,37.354920634920646
0.46,0.47717,2012-03-31,ADI,2012,1,0,0.5645161290322581,0.4838709677419355,0.24193548387096775,39.03451612903225
0.6,0.62964,2011-12-31,ADI,2011,4,0,0.47619047619047616,0.5079365079365079,0.2222222222222222,35.133650793650794
0.71,0.73314,2011-09-30,ADI,2011,3,0,0.46875,0.484375,0.1875,33.876718749999995
0.75,0.67861,2011-06-30,ADI,2011,2,1,0.38095238095238093,0.5079365079365079,0.19047619047619047,39.25095238095237
0.66,0.64946,2011-03-31,ADI,2011,1,1,0.5645161290322581,0.43548387096774194,0.20967741935483872,39.0748387096774
0.73,0.6963600000000001,2010-12-31,ADI,2010,4,1,0.5625,0.421875,0.296875,34.890156250000004
0.65,0.60195,2010-09-30,ADI,2010,3,1,0.578125,0.515625,0.265625,29.548749999999995
0.55,0.5019100000000001,2010-06-30,ADI,2010,2,1,0.47619047619047616,0.5079365079365079,0.19047619047619047,29.377460317460315
0.43,0.38046,2010-03-31,ADI,2010,1,1,0.4262295081967213,0.4918032786885246,0.16393442622950818,29.09065573770492
0.36,0.25952,2009-12-31,ADI,2009,4,1,0.484375,0.4375,0.203125,28.5990625
0.22,0.19944,2009-09-30,ADI,2009,3,1,0.59375,0.5,0.296875,27.10593749999999
0.21,0.0855,2009-06-30,ADI,2009,2,1,0.5555555555555556,0.4444444444444444,0.30158730158730157,22.445714285714285
0.18,0.15611,2009-03-31,ADI,2009,1,1,0.5737704918032787,0.47540983606557374,0.29508196721311475,19.786065573770486
0.49,0.43278,2008-12-31,ADI,2008,4,1,0.421875,0.5,0.203125,19.65031250000001
0.44,0.44647,2008-09-30,ADI,2008,3,0,0.484375,0.421875,0.21875,29.305156250000003
0.44,0.41263,2008-06-30,ADI,2008,2,1,0.53125,0.546875,0.34375,33.053281250000005
0.4,0.39474,2008-03-31,ADI,2008,1,1,0.5081967213114754,0.5737704918032787,0.2786885245901639,28.06688524590164
0.31,0.385,2007-12-31,ADI,2007,4,0,0.40625,0.4375,0.1875,33.07671875
0.37,0.359,2007-09-30,ADI,2007,3,1,0.47619047619047616,0.6031746031746031,0.2857142857142857,37.18380952380952
0.37,0.35158,2007-06-30,ADI,2007,2,1,0.5238095238095238,0.47619047619047616,0.2857142857142857,37.740476190476194
0.44,0.40688,2007-03-31,ADI,2007,1,1,0.5081967213114754,0.4918032786885246,0.2786885245901639,34.267377049180325
0.39,0.40235,2006-12-31,ADI,2006,4,0,0.5555555555555556,0.49206349206349204,0.2222222222222222,31.887777777777778
0.43,0.44563,2006-09-30,ADI,2006,3,0,0.47619047619047616,0.5079365079365079,0.1746031746031746,30.467936507936503
0.41,0.40353,2006-06-30,ADI,2006,2,1,0.42857142857142855,0.47619047619047616,0.19047619047619047,35.191111111111105
0.37,0.35952,2006-03-31,ADI,2006,1,1,0.5483870967741935,0.5,0.24193548387096775,38.513225806451594
0.36,0.34488,2005-12-31,ADI,2005,4,1,0.4444444444444444,0.5079365079365079,0.23809523809523808,36.326031746031745
0.32,0.31,2005-09-30,ADI,2005,3,1,0.484375,0.515625,0.25,37.97953125
0.31,0.29962,2005-06-30,ADI,2005,2,1,0.421875,0.46875,0.21875,35.981249999999996
0.28,0.29231,2005-03-31,ADI,2005,1,0,0.4262295081967213,0.5901639344262295,0.22950819672131148,36.23409836065574
0.34,0.33482,2004-12-31,ADI,2004,4,1,0.421875,0.515625,0.203125,38.451874999999994
0.43,0.44667,2004-09-30,ADI,2004,3,0,0.5,0.546875,0.234375,38.01515625
0.39,0.35364,2004-06-30,ADI,2004,2,1,0.5161290322580645,0.4838709677419355,0.24193548387096775,47.14935483870966
0.3,0.28417,2004-03-31,ADI,2004,1,1,0.4032258064516129,0.5483870967741935,0.22580645161290322,48.489032258064526
0.25,0.23191,2003-12-31,ADI,2003,4,1,0.5625,0.53125,0.296875,45.19390625
0.21,0.20875,2003-09-30,ADI,2003,3,1,0.53125,0.421875,0.203125,38.707187499999996
0.19,0.1775,2003-06-30,ADI,2003,2,1,0.5714285714285714,0.49206349206349204,0.23809523809523808,33.540476190476184
0.16,0.15933,2003-03-31,ADI,2003,1,1,0.45901639344262296,0.5573770491803278,0.29508196721311475,26.896229508196715
0.16,0.16,2002-12-31,ADI,2002,4,1,0.453125,0.4375,0.234375,26.117500000000003
0.15,0.14882,2002-09-30,ADI,2002,3,1,0.40625,0.546875,0.1875,24.37249999999999
0.13,0.123,2002-06-30,ADI,2002,2,1,0.34375,0.53125,0.234375,37.24359375000001
0.11,0.11,2002-03-31,ADI,2002,1,1,0.35,0.45,0.15,43.115333333333325
2.29,2.26,2019-12-31,ADBE,2019,4,1,0.546875,0.515625,0.265625,294.22687500000006
2.05,1.97,2019-09-30,ADBE,2019,3,1,0.484375,0.515625,0.15625,291.93671874999995
1.83,1.78,2019-06-30,ADBE,2019,2,1,0.5079365079365079,0.47619047619047616,0.19047619047619047,277.7242857142856
1.71,1.62,2019-03-31,ADBE,2019,1,1,0.5573770491803278,0.47540983606557374,0.2786885245901639,252.10245901639348
1.9,1.88171,2018-12-31,ADBE,2018,4,1,0.42857142857142855,0.4603174603174603,0.19047619047619047,241.4047619047619
1.73,1.69085,2018-09-30,ADBE,2018,3,1,0.5555555555555556,0.5079365079365079,0.2857142857142857,257.83777777777783
1.66,1.54215,2018-06-30,ADBE,2018,2,1,0.53125,0.515625,0.328125,236.54812499999997
1.55,1.43779,2018-03-31,ADBE,2018,1,1,0.4918032786885246,0.4426229508196721,0.21311475409836064,203.32852459016394
1.26,1.1574,2017-12-31,ADBE,2017,4,1,0.5396825396825397,0.42857142857142855,0.19047619047619047,172.03936507936507
1.1,1.00603,2017-09-30,ADBE,2017,3,1,0.6031746031746031,0.49206349206349204,0.2698412698412698,149.25571428571425
1.02,0.94586,2017-06-30,ADBE,2017,2,1,0.5396825396825397,0.5079365079365079,0.2857142857142857,136.918253968254
0.94,0.87039,2017-03-31,ADBE,2017,1,1,0.6935483870967742,0.5,0.3709677419354839,117.3656451612903
0.9,0.8615,2016-12-31,ADBE,2016,4,1,0.47619047619047616,0.5238095238095238,0.23809523809523808,105.8604761904762
0.75,0.7232,2016-09-30,ADBE,2016,3,1,0.6875,0.46875,0.296875,100.34109374999998
0.71,0.6794100000000001,2016-06-30,ADBE,2016,2,1,0.578125,0.4375,0.21875,96.05078124999999
0.66,0.60663,2016-03-31,ADBE,2016,1,1,0.5245901639344263,0.5081967213114754,0.2459016393442623,86.68229508196723
0.62,0.59917,2015-12-31,ADBE,2015,4,1,0.59375,0.53125,0.28125,89.842421875
0.54,0.49757,2015-09-30,ADBE,2015,3,1,0.5,0.453125,0.234375,81.06554687500001
0.48,0.45268,2015-06-30,ADBE,2015,2,1,0.5873015873015873,0.49206349206349204,0.25396825396825395,78.02642857142854
0.44,0.38638,2015-03-31,ADBE,2015,1,1,0.6065573770491803,0.5245901639344263,0.26229508196721313,74.59180327868853
0.36,0.2968,2014-12-31,ADBE,2014,4,1,0.453125,0.421875,0.203125,70.09398437499999
0.28,0.26367,2014-09-30,ADBE,2014,3,1,0.578125,0.515625,0.21875,70.8770296875
0.37,0.29774,2014-06-30,ADBE,2014,2,1,0.6031746031746031,0.49206349206349204,0.2222222222222222,64.50309523809523
0.3,0.25164000000000003,2014-03-31,ADBE,2014,1,1,0.6065573770491803,0.5409836065573771,0.26229508196721313,64.13598360655739
0.32,0.31938,2013-12-31,ADBE,2013,4,1,0.4375,0.5625,0.296875,55.248703125
0.32,0.33804,2013-09-30,ADBE,2013,3,0,0.46875,0.546875,0.25,47.71414062500003
0.36,0.33568000000000003,2013-06-30,ADBE,2013,2,1,0.5,0.5,0.25,44.30221875
0.35,0.3135,2013-03-31,ADBE,2013,1,1,0.5666666666666667,0.4166666666666667,0.25,39.490916666666664
0.61,0.56521,2012-12-31,ADBE,2012,4,1,0.532258064516129,0.45161290322580644,0.25806451612903225,34.220248387096774
0.58,0.58373,2012-09-30,ADBE,2012,3,0,0.5238095238095238,0.47619047619047616,0.2222222222222222,32.09864761904763
0.6,0.59208,2012-06-30,ADBE,2012,2,1,0.6031746031746031,0.49206349206349204,0.25396825396825395,32.33142857142857
0.57,0.56862,2012-03-31,ADBE,2012,1,1,0.6290322580645161,0.45161290322580644,0.25806451612903225,32.04362903225806
0.67,0.6008399999999999,2011-12-31,ADBE,2011,4,1,0.5079365079365079,0.4603174603174603,0.2222222222222222,27.39015873015872
0.55,0.5375800000000001,2011-09-30,ADBE,2011,3,1,0.4375,0.453125,0.140625,26.428984375
0.55,0.5129199999999999,2011-06-30,ADBE,2011,2,1,0.47619047619047616,0.4444444444444444,0.25396825396825395,33.32626984126985
0.58,0.5710000000000001,2011-03-31,ADBE,2011,1,1,0.6129032258064516,0.46774193548387094,0.25806451612903225,33.46512096774194
0.56,0.52013,2010-12-31,ADBE,2010,4,1,0.53125,0.453125,0.171875,28.659921875000006
0.54,0.49167,2010-09-30,ADBE,2010,3,1,0.515625,0.5,0.234375,28.654959375000004
0.44,0.42482,2010-06-30,ADBE,2010,2,1,0.38095238095238093,0.4603174603174603,0.1746031746031746,33.06214285714287
0.4,0.37265,2010-03-31,ADBE,2010,1,1,0.47540983606557374,0.5901639344262295,0.26229508196721313,34.66114754098361
0.39,0.37231,2009-12-31,ADBE,2009,4,1,0.546875,0.515625,0.28125,35.467343750000005
0.35,0.33636,2009-09-30,ADBE,2009,3,1,0.640625,0.453125,0.265625,31.73890625
0.35,0.34636,2009-06-30,ADBE,2009,2,1,0.6666666666666666,0.4603174603174603,0.31746031746031744,26.68968253968255
0.45,0.44048,2009-03-31,ADBE,2009,1,1,0.5245901639344263,0.5409836065573771,0.29508196721311475,20.181639344262294
0.6,0.5818800000000001,2008-12-31,ADBE,2008,4,1,0.453125,0.4375,0.15625,24.718984375
0.5,0.46211,2008-09-30,ADBE,2008,3,1,0.484375,0.5,0.21875,41.46031249999999
0.5,0.46333,2008-06-30,ADBE,2008,2,1,0.5625,0.515625,0.3125,39.86781250000002
0.48,0.45111,2008-03-31,ADBE,2008,1,1,0.47540983606557374,0.45901639344262296,0.18032786885245902,35.25655737704919
0.49,0.47609,2007-12-31,ADBE,2007,4,1,0.53125,0.453125,0.203125,44.1707765625
0.45,0.40522,2007-09-30,ADBE,2007,3,1,0.5714285714285714,0.49206349206349204,0.2698412698412698,41.54365079365079
0.37,0.35478000000000004,2007-06-30,ADBE,2007,2,1,0.5396825396825397,0.49206349206349204,0.25396825396825395,42.32968412698411
0.3,0.29375,2007-03-31,ADBE,2007,1,1,0.45901639344262296,0.47540983606557374,0.21311475409836064,39.71068852459016
0.33,0.33,2006-12-31,ADBE,2006,4,1,0.5079365079365079,0.47619047619047616,0.30158730158730157,39.5463492063492
0.29,0.2625,2006-09-30,ADBE,2006,3,1,0.5555555555555556,0.5238095238095238,0.30158730158730157,32.03766666666667
0.31,0.30167,2006-06-30,ADBE,2006,2,1,0.47619047619047616,0.4126984126984127,0.20634920634920634,32.69650793650795
0.32,0.29421,2006-03-31,ADBE,2006,1,1,0.5,0.5161290322580645,0.22580645161290322,38.15064516129033
0.3,0.28587,2005-12-31,ADBE,2005,4,1,0.5555555555555556,0.4603174603174603,0.30158730158730157,33.26174761904762
0.29,0.26708000000000004,2005-09-30,ADBE,2005,3,1,0.5,0.453125,0.21875,27.932812499999997
0.28,0.26975,2005-06-30,ADBE,2005,2,1,0.515625,0.515625,0.28125,48.54625
0.265,0.24786,2005-03-31,ADBE,2005,1,1,0.4098360655737705,0.4918032786885246,0.19672131147540983,62.01213114754098
0.22,0.20841,2004-12-31,ADBE,2004,4,1,0.625,0.515625,0.34375,57.835859375
0.215,0.1931,2004-09-30,ADBE,2004,3,1,0.515625,0.46875,0.25,45.17328125
0.22,0.21211,2004-06-30,ADBE,2004,2,1,0.5967741935483871,0.4838709677419355,0.3225806451612903,43.65741935483871
0.25,0.20056,2004-03-31,ADBE,2004,1,1,0.3870967741935484,0.45161290322580644,0.25806451612903225,37.828322580645164
0.17,0.16029000000000002,2003-12-31,ADBE,2003,4,1,0.5,0.4375,0.21875,41.38828124999999
0.14,0.12333,2003-09-30,ADBE,2003,3,1,0.609375,0.46875,0.296875,36.167500000000004
0.14,0.13188,2003-06-30,ADBE,2003,2,1,0.4603174603174603,0.47619047619047616,0.25396825396825395,34.384619047619054
0.125,0.10853,2003-03-31,ADBE,2003,1,1,0.6229508196721312,0.5081967213114754,0.32786885245901637,28.051639344262295
0.125,0.11361,2002-12-31,ADBE,2002,4,1,0.46875,0.421875,0.140625,25.15640625000001
0.11,0.09722,2002-09-30,ADBE,2002,3,1,0.484375,0.4375,0.171875,21.540156250000006
0.135,0.12655999999999998,2002-06-30,ADBE,2002,2,1,0.375,0.53125,0.234375,36.485937499999984
0.11,0.10063,2002-03-31,ADBE,2002,1,1,0.43333333333333335,0.45,0.26666666666666666,36.6055
2.09,1.99,2019-12-31,ACN,2019,4,1,0.546875,0.546875,0.28125,194.90453125
1.74,1.71,2019-09-30,ACN,2019,3,1,0.515625,0.5,0.21875,193.51406249999997
1.93,1.89,2019-06-30,ACN,2019,2,1,0.5555555555555556,0.5079365079365079,0.30158730158730157,179.60444444444445
1.73,1.57,2019-03-31,ACN,2019,1,1,0.639344262295082,0.5245901639344263,0.32786885245901637,157.12377049180327
1.96,1.85835,2018-12-31,ACN,2018,4,1,0.4603174603174603,0.5079365079365079,0.20634920634920634,158.20619047619041
1.58,1.55541,2018-09-30,ACN,2018,3,1,0.5396825396825397,0.49206349206349204,0.25396825396825395,166.45825396825393
1.79,1.7197099999999998,2018-06-30,ACN,2018,2,1,0.515625,0.484375,0.1875,155.53484374999996
1.58,1.48764,2018-03-31,ACN,2018,1,1,0.5737704918032787,0.5245901639344263,0.32786885245901637,158.41885245901636
1.79,1.66596,2017-12-31,ACN,2017,4,1,0.5555555555555556,0.49206349206349204,0.2857142857142857,144.92555555555555
1.48,1.46508,2017-09-30,ACN,2017,3,1,0.6031746031746031,0.5555555555555556,0.31746031746031744,130.31365079365077
1.52,1.51969,2017-06-30,ACN,2017,2,1,0.5714285714285714,0.47619047619047616,0.31746031746031744,121.82412698412696
1.33,1.2990700000000002,2017-03-31,ACN,2017,1,1,0.5483870967741935,0.532258064516129,0.3064516129032258,119.3948387096774
1.58,1.49254,2016-12-31,ACN,2016,4,1,0.5079365079365079,0.4126984126984127,0.19047619047619047,118.69428571428571
1.31,1.29933,2016-09-30,ACN,2016,3,1,0.53125,0.390625,0.25,113.87890625000003
1.41,1.4075,2016-06-30,ACN,2016,2,1,0.515625,0.53125,0.265625,115.96921874999998
1.34,1.18372,2016-03-31,ACN,2016,1,1,0.6065573770491803,0.4918032786885246,0.26229508196721313,102.70950819672129
1.35,1.31804,2015-12-31,ACN,2015,4,1,0.5625,0.484375,0.265625,105.53046875000003
1.15,1.1185,2015-09-30,ACN,2015,3,1,0.640625,0.46875,0.34375,99.20718749999997
1.3,1.22937,2015-06-30,ACN,2015,2,1,0.5396825396825397,0.5079365079365079,0.25396825396825395,95.57809523809526
1.08,1.07409,2015-03-31,ACN,2015,1,1,0.5081967213114754,0.5245901639344263,0.26229508196721313,89.27278688524592
